Start Time:  2/18/2019 8:03:03 PM         Time Completed:  2/18/2019 11:36:02 PM    Elapsed Time:  03:32:59
Sample ID:     IRM_DCD_Floppy_401pts_2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\IRM_Floopy\IRM_Floopy,exp
Data File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\IRM_DCD_Floppy_401pts_2 (ProfileData)\IRM_DCD_Floppy_401pts_2#1,txt
Plot File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\IRM_DCD_Floppy_401pts_2 (ProfileData)\IRM_DCD_Floppy_401pts_2#1,oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\IRM_Floopy\IRM_Floopy,stp
VSM Data File: c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\IRM_DCD_Floppy_401pts_2 (ProfileData)\IRM_DCD_Floppy_401pts_2#1,dat

***DATA***

Field(Oe)	 Moment(emu)	
 3300,0547 	 0,00097941769 	
 3309,9121 	 0,00097724891 	
 3319,9102 	 0,00098149893 	
 3330,0317 	 0,00098099299 	
 3339,9614 	 0,00098254995 	
 3350 	 0,00097759696 	
 3359,9468 	 0,00097721499 	
 3370,1162 	 0,00097535009 	
 3380,0894 	 0,00098086317 	
 3389,9907 	 0,0009758165 	
 3400,0513 	 0,0009810212 	
 3409,9961 	 0,00097964486 	
 3419,9229 	 0,00097942772 	
 3430,0596 	 0,00098119039 	
 3439,9849 	 0,00098173861 	
 3449,9868 	 0,00097916277 	
 3460,0391 	 0,00097952989 	
 3469,813 	 0,00098016466 	
 3479,876 	 0,00098128229 	
 3490,1035 	 0,00098032516 	
 3500,042 	 0,00097641647 	
 3509,9788 	 0,00097853572 	
 3519,988 	 0,00097655282 	
 3529,9048 	 0,00098376713 	
 3540,0425 	 0,0009762803 	
 3550,0466 	 0,00098140563 	
 3559,9993 	 0,00097933239 	
 3569,9419 	 0,00098011902 	
 3579,8123 	 0,0009803279 	
 3590,2429 	 0,00097727861 	
 3600,1545 	 0,00097977645 	
 3610,2256 	 0,00098306048 	
 3620,0959 	 0,00097905581 	
 3629,9512 	 0,00097700305 	
 3640,2019 	 0,00098161033 	
 3650,1238 	 0,00097645427 	
 3660,0457 	 0,00097472853 	
 3670,1631 	 0,00097686198 	
 3680,1357 	 0,00098548743 	
 3689,9451 	 0,00097247518 	
 3700,0977 	 0,00098049252 	
 3710,0662 	 0,00098205496 	
 3720,0347 	 0,00098299554 	
 3729,8433 	 0,00098220363 	
 3740,0632 	 0,00097858199 	
 3750,1033 	 0,0009815346 	
 3759,9946 	 0,00098417394 	
 3770,0293 	 0,0009837534 	
 3780,085 	 0,00098406942 	
 3789,9863 	 0,00097672812 	
 3800,0059 	 0,00098528825 	
 3809,9482 	 0,00098203379 	
 3820,0347 	 0,00098274294 	
 3830,1675 	 0,00098323754 	
 3840,0581 	 0,00098762806 	
 3850,0981 	 0,00098082864 	
 3860,0669 	 0,00097528347 	
 3870,1069 	 0,00098461797 	
 3879,9463 	 0,00098177436 	
 3890,0483 	 0,00097585765 	
 3900,104 	 0,00098775983 	
 3909,8921 	 0,00098166054 	
 3920,1274 	 0,00098053864 	
 3929,9155 	 0,00097866429 	
 3940,0532 	 0,00098033444 	
 3949,9907 	 0,00098050084 	
 3960,0308 	 0,00097968353 	
 3969,9834 	 0,00097525067 	
 3980,0034 	 0,00097939708 	
 3990,1719 	 0,0009789617 	
 4000,042 	 0,00098127748 	

	
	
