Start Time:  2/19/2019 3:25:23 PM         Time Completed:  2/19/2019 8:50:59 PM     Elapsed Time:  05:25:35
Sample ID:     dcd_prunba_3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\CDC_Floopy\CDC_Floopy.exp
Data File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\dcd_prunba_3.txt
Plot File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\dcd_prunba_3.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\CDC_Floopy\CDC_Floopy.stp
VSM Data File: c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\dcd_prunba_3.dat

***DATA***

Field(Oe)	 Moment(emu)	
 3360.0854 	 0.00097675326 	
 3369.9619 	 0.00097774057 	
 3380.0542 	 0.00097942686 	
 3390.0024 	 0.00097423532 	
 3400.1152 	 0.00098441507 	
 3409.9917 	 0.00097737127 	
 3419.9248 	 0.00098077475 	
 3430.1963 	 0.00097958568 	
 3440.1294 	 0.0009805885 	
 3450.1191 	 0.00098113656 	
 3459.98 	 0.00098281515 	
 3469.9595 	 0.00097920542 	
 3480.1543 	 0.00097582507 	
 3490.2158 	 0.00097686395 	
 3500.0303 	 0.00098027685 	
 3510.1792 	 0.00098612179 	
 3520.0496 	 0.00098081666 	
 3530.0588 	 0.00098050874 	
 3540.1299 	 0.00097816949 	
 3550.0107 	 0.00097608734 	
 3560.1692 	 0.00098270889 	
 3569.9729 	 0.00098104669 	
 3580.0588 	 0.00098368012 	
 3589.8982 	 0.00098129475 	
 3600.0007 	 0.00098834903 	
 3610.0408 	 0.00098834333 	
 3619.9626 	 0.00098378776 	
 3629.9819 	 0.00097409213 	
 3639.9705 	 0.00098208106 	
 3650.1035 	 0.00098293146 	
 3660.0305 	 0.00098065085 	
 3670.0657 	 0.00097683742 	
 3680.1057 	 0.00097853274 	
 3690.1042 	 0.00097988297 	
 3700.062 	 0.00098079272 	
 3710.0146 	 0.0009841954 	
 3719.8547 	 0.00097836858 	
 3730.2595 	 0.00097949875 	
 3740.1147 	 0.00098269523 	
 3750.0059 	 0.00097709668 	
 3760.0767 	 0.00098168249 	
 3770.0142 	 0.00098429139 	
 3779.8643 	 0.00098058267 	
 3790.0688 	 0.00098037181 	
 3799.8931 	 0.0009828933 	
 3810.0464 	 0.00098469322 	
 3820.1016 	 0.00097871725 	
 3830.1675 	 0.00098159059 	
 3840.2075 	 0.00098801194 	
 3850.1807 	 0.0009821694 	
 3859.9487 	 0.00097853327 	
 3869.9272 	 0.00097692494 	
 3879.9463 	 0.00098862907 	
 3890.0791 	 0.00097879729 	
 3900.0679 	 0.00098186672 	
 3909.9692 	 0.00097822706 	
 3920.1118 	 0.0009870804 	
 3930.0801 	 0.0009825207 	
 3940.002 	 0.00098181409 	
 3950.1909 	 0.00098310296 	
 3960.2314 	 0.0009772213 	
 3970.1631 	 0.00098213654 	
 3979.9209 	 0.00098511982 	
 3990.0586 	 0.00097846562 	
 3999.9497 	 0.00098296102
	
	
